"STUDYID","DOMAIN","USUBJID","OMSEQ","OMTESTCD","OMTEST","OMORRES","OMORRESU","OMSTRESC","OMSTRESN","OMSTRESU","OMSTAT","OMREASND","OMSPEC","OMANTREG","OMSPCCND","OMSPCUFL","OMLAT","OMDIR","OMPORTOT","OMEXCLFL","OMREASEX","OMDTC","OMDY"
"GLP003","OM","107001565",1213,"WEIGHT","Weight","5.744","g","5.744",5.744,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1214,"WEIGHT","Weight","1.686","g","1.686",1.686,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1215,"WEIGHT","Weight",".117","g","0.117",0.117,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1216,"WEIGHT","Weight",".662","g","0.662",0.662,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1217,"WEIGHT","Weight",".016","g","0.016",0.016,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1218,"WEIGHT","Weight",".028","g","0.028",0.028,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1219,"WEIGHT","Weight",".059","g","0.059",0.059,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1220,"WEIGHT","Weight",".483","g","0.483",0.483,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001565",1221,"WEIGHT","Weight",".346","g","0.346",0.346,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1222,"WEIGHT","Weight","2.021","g","2.021",2.021,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1223,"WEIGHT","Weight",".877","g","0.877",0.877,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1224,"WEIGHT","Weight","9.41","g","9.41",9.41,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1225,"WEIGHT","Weight","1.807","g","1.807",1.807,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1226,"WEIGHT","Weight",".081","g","0.081",0.081,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1227,"WEIGHT","Weight",".804","g","0.804",0.804,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1228,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1229,"WEIGHT","Weight",".027","g","0.027",0.027,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1230,"WEIGHT","Weight",".082","g","0.082",0.082,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1231,"WEIGHT","Weight",".501","g","0.501",0.501,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001643",1232,"WEIGHT","Weight",".464","g","0.464",0.464,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1233,"WEIGHT","Weight","1.598","g","1.598",1.598,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1234,"WEIGHT","Weight",".902","g","0.902",0.902,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1235,"WEIGHT","Weight","6.562","g","6.562",6.562,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1236,"WEIGHT","Weight","1.534","g","1.534",1.534,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1237,"WEIGHT","Weight",".092","g","0.092",0.092,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1238,"WEIGHT","Weight",".9","g","0.9",0.9,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1239,"WEIGHT","Weight",".012","g","0.012",0.012,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1240,"WEIGHT","Weight",".028","g","0.028",0.028,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1241,"WEIGHT","Weight",".058","g","0.058",0.058,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1242,"WEIGHT","Weight",".605","g","0.605",0.605,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001515",1243,"WEIGHT","Weight",".46","g","0.46",0.46,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1244,"WEIGHT","Weight","1.887","g","1.887",1.887,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1245,"WEIGHT","Weight",".764","g","0.764",0.764,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1246,"WEIGHT","Weight","6.262","g","6.262",6.262,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1247,"WEIGHT","Weight","1.605","g","1.605",1.605,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1248,"WEIGHT","Weight",".158","g","0.158",0.158,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1249,"WEIGHT","Weight",".526","g","0.526",0.526,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1250,"WEIGHT","Weight",".01","g","0.01",0.01,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1251,"WEIGHT","Weight",".021","g","0.021",0.021,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1252,"WEIGHT","Weight",".088","g","0.088",0.088,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1253,"WEIGHT","Weight",".43","g","0.43",0.43,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001521",1254,"WEIGHT","Weight",".337","g","0.337",0.337,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1255,"WEIGHT","Weight","2.017","g","2.017",2.017,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1256,"WEIGHT","Weight",".875","g","0.875",0.875,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1257,"WEIGHT","Weight","7.942","g","7.942",7.942,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1258,"WEIGHT","Weight","1.816","g","1.816",1.816,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1259,"WEIGHT","Weight",".184","g","0.184",0.184,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1260,"WEIGHT","Weight",".738","g","0.738",0.738,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1261,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1262,"WEIGHT","Weight",".033","g","0.033",0.033,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1263,"WEIGHT","Weight",".096","g","0.096",0.096,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1264,"WEIGHT","Weight",".66","g","0.66",0.66,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001508",1265,"WEIGHT","Weight",".418","g","0.418",0.418,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001584",1266,"WEIGHT","Weight","1.88","g","1.88",1.88,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1267,"WEIGHT","Weight",".864","g","0.864",0.864,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1268,"WEIGHT","Weight","6.782","g","6.782",6.782,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1269,"WEIGHT","Weight","1.77","g","1.77",1.77,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1270,"WEIGHT","Weight",".174","g","0.174",0.174,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1271,"WEIGHT","Weight",".531","g","0.531",0.531,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1272,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1273,"WEIGHT","Weight",".017","g","0.017",0.017,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1274,"WEIGHT","Weight","1.253","g","1.253",1.253,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,"Y","Incorrect weight based on review of data","2007-07-26",43
"GLP003","OM","107001584",1275,"WEIGHT","Weight",".519","g","0.519",0.519,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001584",1276,"WEIGHT","Weight",".47","g","0.47",0.47,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1277,"WEIGHT","Weight","2","g","2",2,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1278,"WEIGHT","Weight",".899","g","0.899",0.899,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1279,"WEIGHT","Weight","6.562","g","6.562",6.562,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1280,"WEIGHT","Weight","1.696","g","1.696",1.696,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1281,"WEIGHT","Weight",".102","g","0.102",0.102,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1282,"WEIGHT","Weight",".566","g","0.566",0.566,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1283,"WEIGHT","Weight",".012","g","0.012",0.012,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1284,"WEIGHT","Weight",".015","g","0.015",0.015,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1285,"WEIGHT","Weight",".057","g","0.057",0.057,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1286,"WEIGHT","Weight",".446","g","0.446",0.446,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001566",1287,"WEIGHT","Weight",".35","g","0.35",0.35,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1288,"WEIGHT","Weight","1.893","g","1.893",1.893,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1289,"WEIGHT","Weight",".845","g","0.845",0.845,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1290,"WEIGHT","Weight","6.346","g","6.346",6.346,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1291,"WEIGHT","Weight","1.631","g","1.631",1.631,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1292,"WEIGHT","Weight",".076","g","0.076",0.076,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1293,"WEIGHT","Weight",".901","g","0.901",0.901,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1294,"WEIGHT","Weight",".018","g","0.018",0.018,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1295,"WEIGHT","Weight",".019","g","0.019",0.019,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1296,"WEIGHT","Weight",".084","g","0.084",0.084,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1297,"WEIGHT","Weight",".488","g","0.488",0.488,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001644",1298,"WEIGHT","Weight",".412","g","0.412",0.412,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1299,"WEIGHT","Weight","1.825","g","1.825",1.825,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1300,"WEIGHT","Weight",".932","g","0.932",0.932,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1301,"WEIGHT","Weight","6.718","g","6.718",6.718,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1302,"WEIGHT","Weight","1.625","g","1.625",1.625,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1303,"WEIGHT","Weight",".127","g","0.127",0.127,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1304,"WEIGHT","Weight",".858","g","0.858",0.858,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1305,"WEIGHT","Weight",".019","g","0.019",0.019,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1306,"WEIGHT","Weight",".016","g","0.016",0.016,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1307,"WEIGHT","Weight",".07","g","0.07",0.07,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1308,"WEIGHT","Weight",".414","g","0.414",0.414,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001587",1309,"WEIGHT","Weight",".424","g","0.424",0.424,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1310,"WEIGHT","Weight","1.834","g","1.834",1.834,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1311,"WEIGHT","Weight",".959","g","0.959",0.959,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1312,"WEIGHT","Weight","6.165","g","6.165",6.165,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1313,"WEIGHT","Weight","1.518","g","1.518",1.518,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1314,"WEIGHT","Weight",".072","g","0.072",0.072,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1315,"WEIGHT","Weight","1.018","g","1.018",1.018,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1316,"WEIGHT","Weight",".012","g","0.012",0.012,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1317,"WEIGHT","Weight",".022","g","0.022",0.022,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1318,"WEIGHT","Weight",".063","g","0.063",0.063,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1319,"WEIGHT","Weight",".625","g","0.625",0.625,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001638",1320,"WEIGHT","Weight",".33","g","0.33",0.33,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001449",1321,"WEIGHT","Weight","2.231","g","2.231",2.231,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1322,"WEIGHT","Weight","1.343","g","1.343",1.343,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1323,"WEIGHT","Weight","12.767","g","12.767",12.767,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1324,"WEIGHT","Weight","2.854","g","2.854",2.854,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1325,"WEIGHT","Weight","3.743","g","3.743",3.743,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1326,"WEIGHT","Weight","2.263","g","2.263",2.263,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1327,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1328,"WEIGHT","Weight",".04","g","0.04",0.04,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1329,"WEIGHT","Weight",".085","g","0.085",0.085,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1330,"WEIGHT","Weight",".85","g","0.85",0.85,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001449",1331,"WEIGHT","Weight",".484","g","0.484",0.484,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1332,"WEIGHT","Weight","2.1","g","2.1",2.1,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1333,"WEIGHT","Weight","1.261","g","1.261",1.261,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1334,"WEIGHT","Weight","10.542","g","10.542",10.542,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1335,"WEIGHT","Weight","2.616","g","2.616",2.616,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1336,"WEIGHT","Weight","3.476","g","3.476",3.476,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1337,"WEIGHT","Weight","2.401","g","2.401",2.401,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1338,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1339,"WEIGHT","Weight",".032","g","0.032",0.032,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1340,"WEIGHT","Weight",".067","g","0.067",0.067,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1341,"WEIGHT","Weight",".769","g","0.769",0.769,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001392",1342,"WEIGHT","Weight",".386","g","0.386",0.386,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1343,"WEIGHT","Weight","2.142","g","2.142",2.142,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1344,"WEIGHT","Weight","1.239","g","1.239",1.239,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1345,"WEIGHT","Weight","13.919","g","13.919",13.919,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1346,"WEIGHT","Weight","2.954","g","2.954",2.954,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1347,"WEIGHT","Weight","3.504","g","3.504",3.504,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1348,"WEIGHT","Weight","2.484","g","2.484",2.484,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1349,"WEIGHT","Weight",".016","g","0.016",0.016,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1350,"WEIGHT","Weight",".042","g","0.042",0.042,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1351,"WEIGHT","Weight",".103","g","0.103",0.103,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1352,"WEIGHT","Weight",".76","g","0.76",0.76,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001495",1353,"WEIGHT","Weight",".64","g","0.64",0.64,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001391",1354,"WEIGHT","Weight","2.252","g","2.252",2.252,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001391",1355,"WEIGHT","Weight","1.379","g","1.379",1.379,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001391",1356,"WEIGHT","Weight","12.589","g","12.589",12.589,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001391",1357,"WEIGHT","Weight","3.11","g","3.11",3.11,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001391",1358,"WEIGHT","Weight","3.886","g","3.886",3.886,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
