"STUDYID","DOMAIN","USUBJID","BGSEQ","BGTESTCD","BGTEST","BGORRES","BGORRESU","BGSTRESC","BGSTRESN","BGSTRESU","BGSTAT","BGREASND","BGEXCLFL","BGREASEX","BGDTC","BGENDTC","BGDY","BGENDY","BGELTM","BGTPTREF","BGRFTDTC"
"GLP003","BG","107001397",461,"BWGAIN","Body Weight Gain","31.0","g","31.0",31,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001467",462,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001387",463,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001384",464,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001423",465,"BWGAIN","Body Weight Gain","38.0","g","38.0",38,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001529",466,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001528",467,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001576",468,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001616",469,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001500",470,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001535",471,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001647",472,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001592",473,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001569",474,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001537",475,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001594",476,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001619",477,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001518",478,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001538",479,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001581",480,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001469",481,"BWGAIN","Body Weight Gain","38.0","g","38.0",38,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001425",482,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001440",483,"BWGAIN","Body Weight Gain","45.0","g","45.0",45,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001419",484,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001437",485,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001415",486,"BWGAIN","Body Weight Gain","28.0","g","28.0",28,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001368",487,"BWGAIN","Body Weight Gain",NA,NA,NA,NA,NA,"NOT DONE","MISSING BODY WEIGHT",NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001455",488,"BWGAIN","Body Weight Gain","45.0","g","45.0",45,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001470",489,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001456",490,"BWGAIN","Body Weight Gain","28.0","g","28.0",28,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001351",491,"BWGAIN","Body Weight Gain","21.0","g","21.0",21,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001382",492,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001362",493,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001363",494,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001473",495,"BWGAIN","Body Weight Gain","23.0","g","23.0",23,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001525",496,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001541",497,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001579",498,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001534",499,"BWGAIN","Body Weight Gain","20.0","g","20.0",20,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001629",500,"BWGAIN","Body Weight Gain",NA,NA,NA,NA,NA,"NOT DONE","Animal 2205 was sacrificed on Day 8.",NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001511",501,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001620",502,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001641",503,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001602",504,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001513",505,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001556",506,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001561",507,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001559",508,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001609",509,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001563",510,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001441",511,"BWGAIN","Body Weight Gain","24.0","g","24.0",24,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001488",512,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001431",513,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001394",514,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001480",515,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001411",516,"BWGAIN","Body Weight Gain","34.0","g","34.0",34,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001433",517,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001375",518,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001381",519,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001416",520,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001386",521,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001379",522,"BWGAIN","Body Weight Gain","42.0","g","42.0",42,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001432",523,"BWGAIN","Body Weight Gain","37.0","g","37.0",37,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001478",524,"BWGAIN","Body Weight Gain","47.0","g","47.0",47,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001491",525,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001570",526,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001618",527,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001520",528,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001553",529,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001540",530,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001562",531,"BWGAIN","Body Weight Gain","19.0","g","19.0",19,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001631",532,"BWGAIN","Body Weight Gain","21.0","g","21.0",21,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001499",533,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001552",534,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001505",535,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001637",536,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001612",537,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001574",538,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001519",539,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001589",540,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001447",541,"BWGAIN","Body Weight Gain","34.0","g","34.0",34,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001414",542,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001400",543,"BWGAIN","Body Weight Gain","48.0","g","48.0",48,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001454",544,"BWGAIN","Body Weight Gain","20.0","g","20.0",20,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001393",545,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001355",546,"BWGAIN","Body Weight Gain","28.0","g","28.0",28,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001426",547,"BWGAIN","Body Weight Gain","56.0","g","56.0",56,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001424",548,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001438",549,"BWGAIN","Body Weight Gain","25.0","g","25.0",25,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001404",550,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001482",551,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001486",552,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001398",553,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001445",554,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001399",555,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001583",556,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001517",557,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001545",558,"BWGAIN","Body Weight Gain","20.0","g","20.0",20,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001547",559,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001627",560,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001565",561,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001643",562,"BWGAIN","Body Weight Gain","19.0","g","19.0",19,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001515",563,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001521",564,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001508",565,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001584",566,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001566",567,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001644",568,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001587",569,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001638",570,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001449",571,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001392",572,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001495",573,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001391",574,"BWGAIN","Body Weight Gain","37.0","g","37.0",37,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001477",575,"BWGAIN","Body Weight Gain","37.0","g","37.0",37,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001369",576,"BWGAIN","Body Weight Gain","37.0","g","37.0",37,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001461",577,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001376",578,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001420",579,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001350",580,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001474",581,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001446",582,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001485",583,"BWGAIN","Body Weight Gain","30.0","g","30.0",30,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001435",584,"BWGAIN","Body Weight Gain","34.0","g","34.0",34,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001383",585,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001533",586,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001617",587,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001578",588,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001571",589,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001532",590,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001522",591,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001610",592,"BWGAIN","Body Weight Gain","20.0","g","20.0",20,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001504",593,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001536",594,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001633",595,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001628",596,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001554",597,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001598",598,"BWGAIN","Body Weight Gain","21.0","g","21.0",21,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001555",599,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001588",600,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-21","2007-06-28",8,15,NA,NA,NA
"GLP003","BG","107001493",601,"BWGAIN","Body Weight Gain","23.0","g","23.0",23,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001427",602,"BWGAIN","Body Weight Gain","30.0","g","30.0",30,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001458",603,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001389",604,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001377",605,"BWGAIN","Body Weight Gain","28.0","g","28.0",28,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001472",606,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001401",607,"BWGAIN","Body Weight Gain","31.0","g","31.0",31,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001466",608,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001428",609,"BWGAIN","Body Weight Gain","42.0","g","42.0",42,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001483",610,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001397",611,"BWGAIN","Body Weight Gain","24.0","g","24.0",24,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001467",612,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001387",613,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001384",614,"BWGAIN","Body Weight Gain","30.0","g","30.0",30,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001423",615,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-26","2007-07-03",15,22,NA,NA,NA
"GLP003","BG","107001529",616,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-28","2007-07-05",15,22,NA,NA,NA
"GLP003","BG","107001528",617,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-28","2007-07-05",15,22,NA,NA,NA
"GLP003","BG","107001576",618,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-28","2007-07-05",15,22,NA,NA,NA
