STUDYID, DOMAIN, USUBJID, POOLID, PPSEQ, PPGRPID, PPTESTCD, PPTEST, PPCAT, PPSCAT, PPORRES, PPORRESU, PPSTRESC, PPSTRESN, PPSTRESU, PPSTAT, PPREASND, PPSPEC, VISITDY, PPTPTREF, PPRFTDTC, PPSTINT, PPENINT
STUDY123,PP,STUDY123-4006,,170,ARTICLE123-DAY85-STUDY123-4006,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,20.5,ug/mL,20.5,20.5,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4006,,171,ARTICLE123-DAY85-STUDY123-4006,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,4.0,h,4.0,4.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4103,,172,ARTICLE123-DAY85-STUDY123-4103,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,350,h*ug/mL,350,350,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4103,,173,ARTICLE123-DAY85-STUDY123-4103,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,17.8,ug/mL,17.8,17.8,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4103,,174,ARTICLE123-DAY85-STUDY123-4103,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,4.0,h,4.0,4.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4501,,175,ARTICLE123-DAY85-STUDY123-4501,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,410,h*ug/mL,410,410,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4501,,176,ARTICLE123-DAY85-STUDY123-4501,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,20.8,ug/mL,20.8,20.8,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4501,,177,ARTICLE123-DAY85-STUDY123-4501,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,4.0,h,4.0,4.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4502,,178,ARTICLE123-DAY85-STUDY123-4502,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,334,h*ug/mL,334,334,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4502,,179,ARTICLE123-DAY85-STUDY123-4502,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,17.3,ug/mL,17.3,17.3,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4502,,180,ARTICLE123-DAY85-STUDY123-4502,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,4.0,h,4.0,4.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4503,,181,ARTICLE123-DAY85-STUDY123-4503,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,458,h*ug/mL,458,458,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4503,,182,ARTICLE123-DAY85-STUDY123-4503,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,23.3,ug/mL,23.3,23.3,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4503,,183,ARTICLE123-DAY85-STUDY123-4503,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,4.0,h,4.0,4.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4504,,184,ARTICLE123-DAY85-STUDY123-4504,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,488,h*ug/mL,488,488,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4504,,185,ARTICLE123-DAY85-STUDY123-4504,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,22.4,ug/mL,22.4,22.4,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4504,,186,ARTICLE123-DAY85-STUDY123-4504,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,8.0,h,8.0,8.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4506,,187,ARTICLE123-DAY85-STUDY123-4506,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,305,h*ug/mL,305,305,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4506,,188,ARTICLE123-DAY85-STUDY123-4506,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,16.8,ug/mL,16.8,16.8,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4506,,189,ARTICLE123-DAY85-STUDY123-4506,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4605,,190,ARTICLE123-DAY85-STUDY123-4605,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,373,h*ug/mL,373,373,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4605,,191,ARTICLE123-DAY85-STUDY123-4605,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,19.5,ug/mL,19.5,19.5,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-4605,,192,ARTICLE123-DAY85-STUDY123-4605,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2001,,193,ARTICLE123-DAY85-STUDY123-2001,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,42.3,h*ug/mL,42.3,42.3,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2001,,194,ARTICLE123-DAY85-STUDY123-2001,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,2.59,ug/mL,2.59,2.59,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2001,,195,ARTICLE123-DAY85-STUDY123-2001,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2002,,196,ARTICLE123-DAY85-STUDY123-2002,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,52.3,h*ug/mL,52.3,52.3,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2002,,197,ARTICLE123-DAY85-STUDY123-2002,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,2.87,ug/mL,2.87,2.87,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2002,,198,ARTICLE123-DAY85-STUDY123-2002,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,1.0,h,1.0,1.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2003,,199,ARTICLE123-DAY85-STUDY123-2003,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,73.9,h*ug/mL,73.9,73.9,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2003,,200,ARTICLE123-DAY85-STUDY123-2003,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,3.22,ug/mL,3.22,3.22,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2003,,201,ARTICLE123-DAY85-STUDY123-2003,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,0.0,h,0.0,0.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2004,,202,ARTICLE123-DAY85-STUDY123-2004,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,66.1,h*ug/mL,66.1,66.1,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2004,,203,ARTICLE123-DAY85-STUDY123-2004,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,3.49,ug/mL,3.49,3.49,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2004,,204,ARTICLE123-DAY85-STUDY123-2004,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2501,,205,ARTICLE123-DAY85-STUDY123-2501,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,56.6,h*ug/mL,56.6,56.6,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2501,,206,ARTICLE123-DAY85-STUDY123-2501,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,3.25,ug/mL,3.25,3.25,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2501,,207,ARTICLE123-DAY85-STUDY123-2501,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2502,,208,ARTICLE123-DAY85-STUDY123-2502,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,57.2,h*ug/mL,57.2,57.2,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2502,,209,ARTICLE123-DAY85-STUDY123-2502,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,3.63,ug/mL,3.63,3.63,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2502,,210,ARTICLE123-DAY85-STUDY123-2502,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2503,,211,ARTICLE123-DAY85-STUDY123-2503,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,80.7,h*ug/mL,80.7,80.7,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2503,,212,ARTICLE123-DAY85-STUDY123-2503,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,5.16,ug/mL,5.16,5.16,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2503,,213,ARTICLE123-DAY85-STUDY123-2503,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2504,,214,ARTICLE123-DAY85-STUDY123-2504,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,90.1,h*ug/mL,90.1,90.1,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2504,,215,ARTICLE123-DAY85-STUDY123-2504,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,4.77,ug/mL,4.77,4.77,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-2504,,216,ARTICLE123-DAY85-STUDY123-2504,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3001,,217,ARTICLE123-DAY85-STUDY123-3001,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,155,h*ug/mL,155,155,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3001,,218,ARTICLE123-DAY85-STUDY123-3001,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,7.60,ug/mL,7.60,7.60,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3001,,219,ARTICLE123-DAY85-STUDY123-3001,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3002,,220,ARTICLE123-DAY85-STUDY123-3002,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,78.4,h*ug/mL,78.4,78.4,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3002,,221,ARTICLE123-DAY85-STUDY123-3002,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,5.09,ug/mL,5.09,5.09,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3002,,222,ARTICLE123-DAY85-STUDY123-3002,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3003,,223,ARTICLE123-DAY85-STUDY123-3003,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,88.9,h*ug/mL,88.9,88.9,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3003,,224,ARTICLE123-DAY85-STUDY123-3003,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,4.60,ug/mL,4.60,4.60,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3003,,225,ARTICLE123-DAY85-STUDY123-3003,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3004,,226,ARTICLE123-DAY85-STUDY123-3004,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,171,h*ug/mL,171,171,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3004,,227,ARTICLE123-DAY85-STUDY123-3004,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,8.61,ug/mL,8.61,8.61,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3004,,228,ARTICLE123-DAY85-STUDY123-3004,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,1.0,h,1.0,1.0,h,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3005,,229,ARTICLE123-DAY85-STUDY123-3005,AUCINT,AUCINT,ARTICLE123,NONCOMPARTMENTAL,128,h*ug/mL,128,128,h*ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3005,,230,ARTICLE123-DAY85-STUDY123-3005,CMAX,CMAX,ARTICLE123,NONCOMPARTMENTAL,7.70,ug/mL,7.70,7.70,ug/mL,,,PLASMA,85,,,PT0H, PT24H
STUDY123,PP,STUDY123-3005,,231,ARTICLE123-DAY85-STUDY123-3005,TMAX,TMAX,ARTICLE123,NONCOMPARTMENTAL,2.0,h,2.0,2.0,h,,,PLASMA,85,,,PT0H, PT24H
